"SLOVENIJA";"Moški";"25-29 let";7793;50015;14145
"SLOVENIJA";"Moški";"30-34 let";8594;53000;19998
"SLOVENIJA";"Moški";"35-39 let";9843;50987;19024
"SLOVENIJA";"Ženske";"25-29 let";3584;36250;26303
"SLOVENIJA";"Ženske";"30-34 let";4512;35428;33730
"SLOVENIJA";"Ženske";"35-39 let";6838;36678;29707
