"Povpreène meseène bruto plaèe po: SKD DEJAVNOST, LETO, DOSEŽENA"
"IZOBRAZBA , SPOL"

" ";"2013";" ";" ";" ";" ";" "
" ";"Osnovnošolska ali manj";" ";"Srednješolska";" ";"Višješolska, visokošolska";" "
" ";"Moški";"Ženske";"Moški";"Ženske";"Moški";"Ženske"
"SKD DEJAVNOST - SKUPAJ";1108;940;1364;1209;2568;2097

"Vir: Statistièni urad Republike Slovenije."

"Povezane vsebine: "
"- (seznam "
"HREF=http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatotek-"
"e=8153 target=_blank) Metodološka pojasnila "
"- (seznam "
"HREF=http://www.stat.si/koledar.asp?pod=7&kon=113&DatumOd=1.1.2005&Da-"
"tumDo=Date() target=_blank) Koledar objav"

